OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,,
SO - 0002165,1/25/2015,89,Wholesale,USD,AXW291,12,15,7,"3,484.00","24,388.00","1,532.96",,
SO - 0002166,1/25/2015,67,Export,USD,NXH382,52,4,11,"1,051.90","11,570.90",420.76,,
SO - 0002167,1/25/2015,67,Wholesale,USD,FLR025,61,25,12,207.70,"2,492.40",116.31,,
SO - 0002168,1/25/2015,121,Wholesale,USD,AXW291,7,2,11,"1,708.50","18,793.50","1,195.95",,
SO - 0002169,1/26/2015,46,Distributor,USD,AXW291,29,11,11,"1,118.90","12,307.90",794.42,,
SO - 0002170,1/26/2015,136,Wholesale,USD,GUT930,44,22,11,"1,896.10","20,857.10",796.36,,
SO - 0002171,1/26/2015,82,Wholesale,USD,GUT930,35,4,6,"2,271.30","13,627.80",931.23,,
SO - 0002172,1/26/2015,153,Export,USD,NXH382,55,13,5,"5,681.60","28,408.00","3,749.86",,
SO - 0002173,1/26/2015,109,Distributor,USD,NXH382,60,18,6,"1,065.30","6,391.80",607.22,,
SO - 0002174,1/26/2015,34,Distributor,USD,GUT930,42,25,7,"2,579.50","18,056.50","2,140.99",,
SO - 0002175,1/27/2015,173,Wholesale,USD,NXH382,50,14,7,"3,879.30","27,155.10","2,987.06",,
SO - 0002176,1/27/2015,44,Distributor,USD,FLR025,60,13,9,"2,485.70","22,371.30","1,242.85",,
SO - 0002177,1/27/2015,166,Distributor,USD,GUT930,41,5,5,931.30,"4,656.50",707.79,,
SO - 0002178,1/27/2015,18,Wholesale,USD,NXH382,56,13,8,"1,112.20","8,897.60",856.39,,
SO - 0002179,1/27/2015,149,Export,USD,AXW291,18,26,5,"1,058.60","5,293.00",465.78,,
SO - 0002180,1/27/2015,27,Export,USD,AXW291,10,13,5,"1,018.40","5,092.00",824.90,,
SO - 0002181,1/28/2015,7,Wholesale,USD,NXH382,52,2,5,"1,882.70","9,413.50","1,091.97",,
SO - 0002182,1/28/2015,117,Distributor,USD,AXW291,4,30,6,"1,025.10","6,150.60",563.81,,
SO - 0002183,1/28/2015,152,Wholesale,USD,NXH382,55,14,8,"5,882.60","47,060.80","4,176.65",,
SO - 0002184,1/28/2015,33,Export,USD,AXW291,9,23,9,"1,125.60","10,130.40",866.71,,
SO - 0002185,1/28/2015,157,Wholesale,USD,AXW291,8,8,9,"1,165.80","10,492.20",920.98,,
SO - 0002186,1/28/2015,79,Wholesale,USD,AXW291,23,5,12,"5,353.30","64,239.60","3,533.18",,
SO - 0002187,1/28/2015,118,Distributor,USD,AXW291,19,18,11,"3,979.80","43,777.80","1,989.90",,
SO - 0002188,1/28/2015,97,Wholesale,USD,AXW291,4,28,11,194.30,"2,137.30",126.30,,
SO - 0002189,1/28/2015,130,Distributor,USD,GUT930,45,22,11,"3,852.50","42,377.50","2,812.33",,
SO - 0002190,1/28/2015,66,Export,USD,FLR025,62,25,12,"6,083.60","73,003.20","2,555.11",,
SO - 0002191,1/28/2015,144,Wholesale,USD,FLR025,66,16,8,"6,190.80","49,526.40","2,538.23",,
SO - 0002192,1/29/2015,109,Wholesale,USD,GUT930,46,19,10,"3,852.50","38,525.00","2,966.43",,
SO - 0002193,1/29/2015,46,Distributor,USD,GUT930,46,17,12,"1,735.30","20,823.60",850.30,,
SO - 0002194,1/29/2015,159,Wholesale,USD,AXW291,26,20,7,"2,680.00","18,760.00","1,098.80",,
SO - 0002195,1/29/2015,37,Wholesale,USD,AXW291,24,15,7,"1,675.00","11,725.00",686.75,,
SO - 0002196,1/29/2015,133,Wholesale,USD,GUT930,44,2,10,"1,681.70","16,817.00",908.12,,
SO - 0002197,1/29/2015,27,Wholesale,USD,NXH382,57,25,9,"3,892.70","35,034.30","2,374.55",,
SO - 0002198,1/29/2015,92,Export,USD,FLR025,64,22,6,"3,979.80","23,878.80","1,870.51",,
SO - 0002199,1/29/2015,125,Export,USD,GUT930,43,14,10,"1,152.40","11,524.00",507.06,,
SO - 0002200,1/29/2015,75,Distributor,USD,FLR025,63,13,9,"3,819.00","34,371.00","1,565.79",,
SO - 0002201,1/29/2015,153,Export,USD,NXH382,49,26,8,"2,385.20","19,081.60","1,955.86",,
SO - 0002202,1/29/2015,74,Wholesale,USD,AXW291,20,3,9,"3,879.30","34,913.70","2,056.03",,
SO - 0002203,1/29/2015,11,Wholesale,USD,AXW291,6,28,9,"3,819.00","34,371.00","2,405.97",,
SO - 0002204,1/29/2015,85,Wholesale,USD,NXH382,47,25,12,207.70,"2,492.40",141.24,,
SO - 0002205,1/29/2015,116,Wholesale,USD,GUT930,32,20,10,"1,105.50","11,055.00",884.40,,
SO - 0002206,1/29/2015,81,Wholesale,USD,AXW291,14,16,8,174.20,"1,393.60",109.75,,
SO - 0002207,1/29/2015,174,Wholesale,USD,AXW291,12,14,6,"1,018.40","6,110.40",773.98,,
SO - 0002208,1/30/2015,135,Wholesale,USD,AXW291,16,13,8,"2,525.90","20,207.20","1,161.91",,
SO - 0002209,1/30/2015,138,Export,USD,NXH382,52,1,8,"3,859.20","30,873.60","2,354.11",,
SO - 0002210,1/30/2015,65,Distributor,USD,FLR025,62,7,8,"2,378.50","19,028.00","1,522.24",,
SO - 0002211,1/30/2015,114,Wholesale,USD,AXW291,20,11,9,"2,010.00","18,090.00","1,386.90",,
SO - 0002212,1/30/2015,165,Distributor,USD,AXW291,15,25,10,"3,865.90","38,659.00","1,585.02",,
SO - 0002213,1/30/2015,18,Wholesale,USD,AXW291,6,27,5,"1,701.80","8,509.00","1,242.31",,
SO - 0002214,1/30/2015,33,Wholesale,USD,GUT930,32,18,9,"1,889.40","17,004.60",944.70,,
SO - 0002215,1/30/2015,34,Export,USD,GUT930,32,27,6,221.10,"1,326.60",114.97,,
SO - 0002216,1/30/2015,98,Distributor,USD,AXW291,21,3,11,984.90,"10,833.90",492.45,,
SO - 0002217,1/30/2015,133,Wholesale,USD,AXW291,2,19,9,"1,098.80","9,889.20",483.47,,
SO - 0002218,1/31/2015,173,Wholesale,USD,AXW291,19,23,6,931.30,"5,587.80",577.41,,
SO - 0002219,1/31/2015,128,Export,USD,GUT930,39,6,5,"5,641.40","28,207.00","4,456.71",,
SO - 0002220,1/31/2015,66,Wholesale,USD,NXH382,57,17,11,"1,065.30","11,718.30",788.32,,
SO - 0002221,1/31/2015,46,Distributor,USD,AXW291,8,11,11,"1,058.60","11,644.60",857.47,,
SO - 0002222,1/31/2015,144,Wholesale,USD,AXW291,2,14,12,"1,842.50","22,110.00",902.83,,
SO - 0002223,2/1/2015,74,Distributor,USD,GUT930,33,29,11,"2,840.80","31,248.80","1,619.26",,
SO - 0002224,2/1/2015,170,Export,USD,FLR025,61,29,9,"3,886.00","34,974.00","2,020.72",,
SO - 0002225,2/1/2015,128,Wholesale,USD,NXH382,51,18,7,"1,869.30","13,085.10","1,084.19",,
SO - 0002226,2/1/2015,161,Export,USD,NXH382,58,15,5,"1,072.00","5,360.00",825.44,,
SO - 0002227,2/1/2015,156,Distributor,USD,NXH382,55,4,8,"1,319.90","10,559.20",857.94,,
SO - 0002228,2/1/2015,94,Export,USD,GUT930,35,13,6,"3,832.40","22,994.40","1,762.90",,
SO - 0002229,2/1/2015,68,Wholesale,USD,AXW291,26,28,8,"2,653.20","21,225.60","2,069.50",,
SO - 0002230,2/2/2015,26,Wholesale,USD,NXH382,55,4,7,"1,715.20","12,006.40","1,149.18",,
SO - 0002231,2/2/2015,150,Wholesale,USD,GUT930,44,17,5,"3,437.10","17,185.50","1,615.44",,
SO - 0002232,2/2/2015,169,Wholesale,USD,AXW291,16,13,9,"3,852.50","34,672.50","2,581.18",,
SO - 0002233,2/2/2015,64,Wholesale,USD,FLR025,64,14,8,"1,989.90","15,919.20","1,552.12",,
SO - 0002234,2/2/2015,122,Distributor,USD,AXW291,23,17,6,"1,118.90","6,713.40",827.99,,
SO - 0002235,2/3/2015,6,Distributor,USD,GUT930,44,25,11,"1,092.10","12,013.10",709.87,,
SO - 0002236,2/3/2015,33,Export,USD,NXH382,54,7,8,"2,405.30","19,242.40","1,154.54",,
SO - 0002237,2/3/2015,118,Wholesale,USD,GUT930,43,26,10,"1,038.50","10,385.00",446.56,,
SO - 0002238,2/3/2015,12,Wholesale,USD,AXW291,17,2,7,"1,031.80","7,222.60",546.85,,
SO - 0002239,2/3/2015,46,Distributor,USD,AXW291,28,13,12,"2,532.60","30,391.20","1,443.58",,
SO - 0002240,2/4/2015,130,Distributor,USD,AXW291,25,25,10,"2,552.70","25,527.00","1,557.15",,
SO - 0002241,2/4/2015,91,Export,USD,NXH382,49,26,10,"1,802.30","18,023.00",829.06,,
SO - 0002242,2/4/2015,41,Distributor,USD,NXH382,58,5,6,"1,085.40","6,512.40",694.66,,
SO - 0002243,2/4/2015,158,Distributor,USD,FLR025,66,26,11,"3,363.40","36,997.40","2,354.38",,
SO - 0002244,2/4/2015,108,Wholesale,USD,GUT930,35,27,8,"5,701.70","45,613.60","2,280.68",,
SO - 0002245,2/4/2015,135,Wholesale,USD,FLR025,64,18,9,174.20,"1,567.80",125.42,,
SO - 0002246,2/4/2015,24,Distributor,USD,AXW291,31,3,11,"1,065.30","11,718.30",671.14,,
SO - 0002247,2/4/2015,84,Export,USD,NXH382,50,3,8,"1,105.50","8,844.00",928.62,,
SO - 0002248,2/4/2015,52,Wholesale,USD,FLR025,63,25,6,167.50,"1,005.00",108.88,,
SO - 0002249,2/5/2015,133,Distributor,USD,NXH382,54,12,11,"3,752.00","41,272.00","3,001.60",,
SO - 0002250,2/5/2015,61,Wholesale,USD,NXH382,51,15,8,703.50,"5,628.00",576.87,,
SO - 0002251,2/5/2015,99,Distributor,USD,GUT930,32,11,5,"1,795.60","8,978.00",772.11,,
SO - 0002252,2/5/2015,21,Wholesale,USD,AXW291,10,2,8,"3,899.40","31,195.20","2,300.65",,
SO - 0002253,2/5/2015,48,Export,USD,AXW291,24,19,9,991.60,"8,924.40",803.20,,
SO - 0002254,2/5/2015,10,Wholesale,USD,FLR025,65,11,6,"2,539.30","15,235.80","1,193.47",,
SO - 0002255,2/5/2015,163,Export,USD,GUT930,43,1,8,"1,051.90","8,415.20",704.77,,
SO - 0002256,2/6/2015,150,Wholesale,USD,GUT930,32,25,6,911.20,"5,467.20",501.16,,
SO - 0002257,2/6/2015,148,Wholesale,USD,AXW291,6,15,12,"3,912.80","46,953.60","3,325.88",,
SO - 0002258,2/6/2015,42,Wholesale,USD,NXH382,57,3,8,998.30,"7,986.40",708.79,,
SO - 0002259,2/6/2015,161,Wholesale,USD,AXW291,3,26,12,"1,031.80","12,381.60",433.36,,
SO - 0002260,2/6/2015,91,Distributor,USD,AXW291,27,25,5,"2,753.70","13,768.50","1,459.46",,
SO - 0002261,2/6/2015,43,Wholesale,USD,AXW291,14,26,9,234.50,"2,110.50",143.05,,
SO - 0002262,2/6/2015,26,Wholesale,USD,AXW291,8,14,8,"1,132.30","9,058.40",702.03,,
SO - 0002263,2/6/2015,18,Wholesale,USD,GUT930,40,15,10,978.20,"9,782.00",449.97,,
SO - 0002264,2/6/2015,78,Wholesale,USD,FLR025,65,6,7,"2,619.70","18,337.90","1,938.58",,
SO - 0002265,2/6/2015,45,Wholesale,USD,AXW291,4,19,11,"1,078.70","11,865.70",528.56,,
SO - 0002266,2/6/2015,175,Wholesale,USD,AXW291,6,15,6,"1,829.10","10,974.60",804.80,,
SO - 0002267,2/7/2015,31,Wholesale,USD,AXW291,27,17,12,"1,038.50","12,462.00",508.87,,
SO - 0002268,2/7/2015,111,Wholesale,USD,GUT930,45,14,8,"3,946.30","31,570.40","1,894.22",,
SO - 0002269,2/7/2015,121,Wholesale,USD,NXH382,53,6,8,"5,299.70","42,397.60","2,596.85",,
SO - 0002270,2/7/2015,158,Wholesale,USD,GUT930,37,9,6,"2,365.10","14,190.60","1,442.71",,
SO - 0002271,2/7/2015,14,Export,USD,AXW291,9,16,6,268.00,"1,608.00",120.60,,
SO - 0002272,2/7/2015,58,Distributor,USD,AXW291,25,25,12,"1,139.00","13,668.00",785.91,,
SO - 0002273,2/7/2015,116,Wholesale,USD,AXW291,27,13,9,"1,139.00","10,251.00",751.74,,
SO - 0002274,2/7/2015,19,Export,USD,FLR025,64,16,7,247.90,"1,735.30",148.74,,
SO - 0002275,2/7/2015,70,Distributor,USD,GUT930,35,14,12,"3,926.20","47,114.40","1,806.05",,
SO - 0002276,2/7/2015,144,Export,USD,GUT930,40,17,12,938.00,"11,256.00",712.88,,
SO - 0002277,2/8/2015,13,Distributor,USD,NXH382,54,2,10,"3,718.50","37,185.00","2,417.03",,
SO - 0002278,2/8/2015,74,Wholesale,USD,NXH382,51,13,6,"2,472.30","14,833.80","1,335.04",,
SO - 0002279,2/8/2015,2,Wholesale,USD,AXW291,18,4,9,"5,601.20","50,410.80","3,080.66",,
SO - 0002280,2/8/2015,98,Wholesale,USD,AXW291,5,26,11,"3,959.70","43,556.70","1,861.06",,
SO - 0002281,2/8/2015,76,Distributor,USD,AXW291,28,26,7,"1,802.30","12,616.10",720.92,,
SO - 0002282,2/8/2015,165,Wholesale,USD,AXW291,6,27,9,"2,418.70","21,768.30","1,596.34",,
SO - 0002283,2/8/2015,168,Wholesale,USD,AXW291,8,20,6,"1,299.80","7,798.80","1,065.84",,
SO - 0002284,2/8/2015,77,Wholesale,USD,AXW291,31,2,8,"1,118.90","8,951.20",682.53,,
SO - 0002285,2/8/2015,142,Distributor,USD,NXH382,53,19,6,"3,932.90","23,597.40","1,573.16",,
SO - 0002286,2/8/2015,170,Wholesale,USD,GUT930,38,12,5,221.10,"1,105.50",95.07,,
SO - 0002287,2/8/2015,109,Distributor,USD,AXW291,6,26,10,187.60,"1,876.00",93.80,,
SO - 0002288,2/9/2015,76,Export,USD,AXW291,28,5,11,"2,244.50","24,689.50","1,324.26",,
SO - 0002289,2/9/2015,26,Wholesale,USD,GUT930,38,22,8,"2,432.10","19,456.80","1,799.75",,
SO - 0002290,2/9/2015,46,Distributor,USD,GUT930,41,26,6,"6,298.00","37,788.00","3,337.94",,
SO - 0002291,2/9/2015,13,Wholesale,USD,AXW291,12,13,10,"2,271.30","22,713.00","1,476.35",,
SO - 0002292,2/9/2015,64,Distributor,USD,NXH382,53,2,6,"3,979.80","23,878.80","2,785.86",,
SO - 0002293,2/9/2015,133,Wholesale,USD,GUT930,46,20,12,241.20,"2,894.40",166.43,,
SO - 0002294,2/9/2015,78,Distributor,USD,GUT930,42,14,11,"1,098.80","12,086.80",439.52,,
SO - 0002295,2/9/2015,128,Wholesale,USD,AXW291,8,16,5,"2,331.60","11,658.00","1,468.91",,
SO - 0002296,2/9/2015,5,Distributor,USD,AXW291,15,4,5,"2,934.60","14,673.00","2,406.37",,
SO - 0002297,2/10/2015,16,Wholesale,USD,FLR025,60,27,5,"1,788.90","8,944.50","1,377.45",,
SO - 0002298,2/10/2015,128,Wholesale,USD,NXH382,53,11,7,"3,075.30","21,527.10","2,583.25",,
SO - 0002299,2/10/2015,47,Wholesale,USD,GUT930,32,28,5,"2,257.90","11,289.50","1,422.48",,
SO - 0002300,2/10/2015,86,Distributor,USD,NXH382,54,26,11,971.50,"10,686.50",612.05,,
SO - 0002301,2/10/2015,131,Distributor,USD,AXW291,25,26,6,"3,705.10","22,230.60","2,482.42",,
SO - 0002302,2/10/2015,154,Export,USD,NXH382,60,2,5,241.20,"1,206.00",110.95,,
SO - 0002303,2/10/2015,127,Wholesale,USD,FLR025,64,7,8,"3,953.00","31,624.00","2,529.92",,
SO - 0002304,2/11/2015,120,Distributor,USD,AXW291,17,15,7,844.20,"5,909.40",337.68,,
SO - 0002305,2/11/2015,131,Distributor,USD,GUT930,45,29,11,"2,633.10","28,964.10","1,737.85",,
SO - 0002306,2/11/2015,68,Export,USD,AXW291,31,25,10,"1,701.80","17,018.00","1,412.49",,
SO - 0002307,2/11/2015,160,Export,USD,AXW291,3,19,11,167.50,"1,842.50",78.73,,
SO - 0002308,2/11/2015,40,Distributor,USD,FLR025,63,13,6,"2,378.50","14,271.00","1,236.82",,
SO - 0002309,2/11/2015,9,Wholesale,USD,AXW291,3,13,12,"1,078.70","12,944.40",733.52,,
SO - 0002310,2/11/2015,167,Wholesale,USD,AXW291,13,12,11,"2,452.20","26,974.20","1,888.19",,
SO - 0002311,2/11/2015,10,Wholesale,USD,NXH382,47,14,7,"1,922.90","13,460.30","1,519.09",,
SO - 0002312,2/11/2015,88,Wholesale,USD,GUT930,46,20,7,"6,224.30","43,570.10","3,859.07",,
SO - 0002313,2/12/2015,54,Wholesale,USD,NXH382,49,25,11,"1,876.00","20,636.00",994.28,,
SO - 0002314,2/12/2015,29,Wholesale,USD,GUT930,35,14,5,"6,304.70","31,523.50","2,774.07",,
SO - 0002315,2/12/2015,122,Wholesale,USD,GUT930,43,1,5,964.80,"4,824.00",569.23,,
SO - 0002316,2/12/2015,174,Wholesale,USD,AXW291,21,6,11,"3,611.30","39,724.30","2,780.70",,
SO - 0002317,2/12/2015,157,Wholesale,USD,NXH382,55,13,5,"1,005.00","5,025.00",633.15,,
SO - 0002318,2/12/2015,85,Wholesale,USD,GUT930,41,13,9,"2,793.90","25,145.10","1,201.38",,
SO - 0002319,2/12/2015,138,Wholesale,USD,GUT930,31,30,6,850.90,"5,105.40",646.68,,
SO - 0002320,2/12/2015,149,Distributor,USD,NXH382,49,14,5,"2,278.00","11,390.00","1,913.52",,
SO - 0002321,2/12/2015,28,Export,USD,AXW291,7,25,11,"1,092.10","12,013.10",655.26,,
SO - 0002322,2/12/2015,70,Wholesale,USD,AXW291,29,4,11,"6,505.70","71,562.70","3,578.14",,
SO - 0002323,2/13/2015,24,Distributor,USD,AXW291,24,15,10,"1,125.60","11,256.00",495.26,,
SO - 0002324,2/13/2015,129,Export,USD,AXW291,17,25,9,"1,165.80","10,492.20",559.58,,
SO - 0002325,2/13/2015,167,Wholesale,USD,AXW291,18,10,12,978.20,"11,738.40",674.96,,
SO - 0002326,2/13/2015,163,Wholesale,USD,AXW291,10,2,9,"3,035.10","27,315.90","1,578.25",,
SO - 0002327,2/13/2015,4,Export,USD,NXH382,58,26,10,214.40,"2,144.00",167.23,,
SO - 0002328,2/13/2015,153,Wholesale,USD,FLR025,66,8,6,"1,125.60","6,753.60",709.13,,
SO - 0002329,2/13/2015,70,Distributor,USD,AXW291,28,26,7,"5,567.70","38,973.90","3,284.94",,
SO - 0002330,2/13/2015,53,Wholesale,USD,NXH382,51,13,5,167.50,837.50,70.35,,
SO - 0002331,2/13/2015,16,Wholesale,USD,AXW291,2,24,6,"1,822.40","10,934.40","1,111.66",,
SO - 0002332,2/13/2015,71,Wholesale,USD,NXH382,51,14,8,"5,983.10","47,864.80","2,632.56",,
SO - 0002333,2/13/2015,153,Distributor,USD,NXH382,49,24,7,"1,802.30","12,616.10","1,135.45",,
SO - 0002334,2/13/2015,158,Wholesale,USD,AXW291,5,13,7,"3,939.60","27,577.20","2,481.95",,
SO - 0002335,2/14/2015,83,Wholesale,USD,GUT930,38,25,5,676.70,"3,383.50",311.28,,
SO - 0002336,2/14/2015,168,Distributor,USD,AXW291,2,1,9,"3,457.20","31,114.80","1,452.02",,
SO - 0002337,2/15/2015,56,Distributor,USD,AXW291,31,6,6,"5,681.60","34,089.60","4,658.91",,
SO - 0002338,2/15/2015,85,Wholesale,USD,GUT930,45,5,11,254.60,"2,800.60",178.22,,
SO - 0002339,2/15/2015,39,Wholesale,USD,GUT930,46,13,10,"3,879.30","38,793.00","2,831.89",,
SO - 0002340,2/15/2015,84,Export,USD,AXW291,9,27,5,"3,289.70","16,448.50","1,776.44",,
SO - 0002341,2/15/2015,127,Distributor,USD,AXW291,4,19,8,227.80,"1,822.40",104.79,,
SO - 0002342,2/15/2015,110,Distributor,USD,GUT930,33,26,11,"3,685.00","40,535.00","1,731.95",,
SO - 0002343,2/15/2015,160,Wholesale,USD,NXH382,47,5,12,"3,832.40","45,988.80","1,724.58",,
SO - 0002344,2/15/2015,50,Distributor,USD,NXH382,58,5,12,221.10,"2,653.20",181.30,,
SO - 0002345,2/15/2015,162,Wholesale,USD,GUT930,45,22,12,"1,922.90","23,074.80","1,172.97",,
SO - 0002346,2/15/2015,77,Distributor,USD,AXW291,24,14,10,984.90,"9,849.00",453.05,,
SO - 0002347,2/16/2015,96,Distributor,USD,AXW291,16,5,5,"1,159.10","5,795.50",776.60,,
SO - 0002348,2/16/2015,76,Distributor,USD,AXW291,17,5,9,261.30,"2,351.70",143.72,,
SO - 0002349,2/16/2015,99,Distributor,USD,NXH382,59,26,7,"1,688.40","11,818.80","1,181.88",,
SO - 0002350,2/16/2015,87,Distributor,USD,NXH382,58,13,12,884.40,"10,612.80",486.42,,
SO - 0002351,2/17/2015,122,Wholesale,USD,AXW291,31,15,8,797.30,"6,378.40",621.89,,
SO - 0002352,2/17/2015,49,Distributor,USD,GUT930,33,17,5,"1,139.00","5,695.00",626.45,,
SO - 0002353,2/17/2015,73,Distributor,USD,GUT930,41,13,10,"1,822.40","18,224.00","1,457.92",,
SO - 0002354,2/17/2015,10,Distributor,USD,GUT930,40,13,6,"2,278.00","13,668.00","1,344.02",,
SO - 0002355,2/17/2015,156,Distributor,USD,NXH382,52,29,6,167.50,"1,005.00",120.60,,
SO - 0002356,2/17/2015,50,Wholesale,USD,AXW291,19,19,12,683.40,"8,200.80",512.55,,
SO - 0002357,2/17/2015,152,Distributor,USD,AXW291,22,26,12,"1,011.70","12,140.40",748.66,,
SO - 0002358,2/17/2015,92,Wholesale,USD,AXW291,30,6,10,"2,479.00","24,790.00","1,512.19",,
SO - 0002359,2/17/2015,46,Export,USD,GUT930,36,26,5,"2,726.90","13,634.50","1,881.56",,
SO - 0002360,2/18/2015,24,Wholesale,USD,AXW291,22,25,7,"1,118.90","7,832.30",906.31,,
SO - 0002361,2/18/2015,123,Wholesale,USD,GUT930,33,2,5,"1,279.70","6,398.50","1,010.96",,
SO - 0002362,2/18/2015,22,Wholesale,USD,AXW291,19,4,8,"3,919.50","31,356.00","3,292.38",,
SO - 0002363,2/18/2015,74,Wholesale,USD,AXW291,13,23,6,"1,855.90","11,135.40",835.16,,
SO - 0002364,2/18/2015,7,Export,USD,AXW291,5,17,7,"1,849.20","12,944.40","1,423.88",,
SO - 0002365,2/18/2015,17,Distributor,USD,AXW291,22,26,5,"5,272.90","26,364.50","2,636.45",,
SO - 0002366,2/18/2015,154,Wholesale,USD,NXH382,56,1,11,194.30,"2,137.30",141.84,,
SO - 0002367,2/18/2015,108,Distributor,USD,GUT930,41,12,12,"1,038.50","12,462.00",643.87,,
SO - 0002368,2/18/2015,56,Distributor,USD,NXH382,50,17,11,"5,279.60","58,075.60","2,375.82",,
SO - 0002369,2/18/2015,157,Wholesale,USD,GUT930,45,22,8,"3,705.10","29,640.80","2,111.91",,
SO - 0002370,2/18/2015,141,Export,USD,NXH382,58,12,8,194.30,"1,554.40",101.04,,
SO - 0002371,2/18/2015,21,Wholesale,USD,GUT930,43,11,7,"1,098.80","7,691.60",879.04,,
SO - 0002372,2/18/2015,41,Wholesale,USD,GUT930,44,28,9,"1,762.10","15,858.90","1,409.68",,
SO - 0002373,2/18/2015,24,Export,USD,AXW291,17,25,8,174.20,"1,393.60",101.04,,
SO - 0002374,2/18/2015,63,Wholesale,USD,GUT930,32,26,8,"2,525.90","20,207.20","1,591.32",,
SO - 0002375,2/19/2015,149,Wholesale,USD,FLR025,62,25,6,"1,876.00","11,256.00","1,256.92",,
SO - 0002376,2/19/2015,11,Export,USD,GUT930,41,19,5,897.80,"4,489.00",718.24,,
SO - 0002377,2/19/2015,141,Export,USD,AXW291,9,1,9,844.20,"7,597.80",455.87,,
SO - 0002378,2/19/2015,28,Wholesale,USD,NXH382,58,12,5,"3,932.90","19,664.50","2,202.42",,
SO - 0002379,2/19/2015,53,Wholesale,USD,AXW291,3,28,5,"3,999.90","19,999.50","2,519.94",,
SO - 0002380,2/19/2015,74,Wholesale,USD,NXH382,53,21,7,964.80,"6,753.60",820.08,,
SO - 0002381,2/19/2015,148,Wholesale,USD,AXW291,24,5,7,"1,976.50","13,835.50","1,462.61",,
SO - 0002382,2/20/2015,160,Wholesale,USD,AXW291,8,5,7,978.20,"6,847.40",401.06,,
SO - 0002383,2/20/2015,112,Wholesale,USD,NXH382,49,22,5,"3,778.80","18,894.00","3,023.04",,
SO - 0002384,2/20/2015,150,Wholesale,USD,NXH382,47,25,8,"1,165.80","9,326.40",967.61,,
SO - 0002385,2/20/2015,78,Wholesale,USD,FLR025,66,26,11,"1,152.40","12,676.40",887.35,,
SO - 0002386,2/20/2015,112,Wholesale,USD,AXW291,26,1,10,"1,045.20","10,452.00",522.60,,
SO - 0002387,2/20/2015,21,Wholesale,USD,GUT930,38,19,5,"6,385.10","31,925.50","3,767.21",,
SO - 0002388,2/20/2015,117,Wholesale,USD,AXW291,30,6,8,"2,686.70","21,493.60","1,423.95",,
SO - 0002389,2/21/2015,93,Distributor,USD,AXW291,19,13,5,"6,277.90","31,389.50","3,201.73",,
SO - 0002390,2/21/2015,22,Wholesale,USD,AXW291,21,26,8,"1,159.10","9,272.80",857.73,,
SO - 0002391,2/21/2015,127,Export,USD,NXH382,50,25,11,"1,118.90","12,307.90",671.34,,
SO - 0002392,2/21/2015,169,Wholesale,USD,AXW291,17,25,10,"1,340.00","13,400.00",844.20,,
SO - 0002393,2/21/2015,95,Distributor,USD,AXW291,4,27,7,"2,331.60","16,321.20","1,841.96",,
SO - 0002394,2/21/2015,104,Export,USD,GUT930,41,1,10,"2,425.40","24,254.00","1,406.73",,
SO - 0002395,2/21/2015,8,Distributor,USD,AXW291,11,22,8,"1,092.10","8,736.80",688.02,,
SO - 0002396,2/21/2015,8,Export,USD,AXW291,17,2,7,917.90,"6,425.30",614.99,,
SO - 0002397,2/21/2015,78,Wholesale,USD,GUT930,36,13,11,207.70,"2,284.70",85.16,,
SO - 0002398,2/21/2015,125,Wholesale,USD,AXW291,1,30,12,"1,996.60","23,959.20","1,637.21",,
SO - 0002399,2/21/2015,75,Distributor,USD,NXH382,50,7,6,234.50,"1,407.00",103.18,,
SO - 0002400,2/22/2015,160,Export,USD,AXW291,31,11,10,"1,005.00","10,050.00",693.45,,
SO - 0002401,2/22/2015,2,Wholesale,USD,AXW291,14,26,8,"5,487.30","43,898.40","4,060.60",,
SO - 0002402,2/22/2015,132,Wholesale,USD,AXW291,22,16,6,"5,976.40","35,858.40","3,585.84",,
SO - 0002403,2/22/2015,65,Distributor,USD,AXW291,4,13,12,884.40,"10,612.80",619.08,,
SO - 0002404,2/22/2015,27,Wholesale,USD,AXW291,5,2,9,"6,157.30","55,415.70","4,802.69",,
SO - 0002405,2/23/2015,54,Wholesale,USD,AXW291,4,26,7,964.80,"6,753.60",694.66,,
SO - 0002406,2/23/2015,9,Distributor,USD,FLR025,62,11,10,"3,892.70","38,927.00","1,557.08",,
SO - 0002407,2/23/2015,28,Wholesale,USD,AXW291,3,13,9,227.80,"2,050.20",179.96,,
SO - 0002408,2/23/2015,174,Wholesale,USD,FLR025,65,5,6,"1,340.00","8,040.00",991.60,,
SO - 0002409,2/23/2015,84,Wholesale,USD,AXW291,2,12,9,"1,105.50","9,949.50",773.85,,
SO - 0002410,2/23/2015,129,Distributor,USD,AXW291,23,15,11,"1,058.60","11,644.60",624.57,,
SO - 0002411,2/23/2015,130,Distributor,USD,AXW291,15,2,6,"5,695.00","34,170.00","2,619.70",,
SO - 0002412,2/23/2015,107,Wholesale,USD,GUT930,33,10,6,"1,058.60","6,351.60",719.85,,
SO - 0002413,2/23/2015,136,Wholesale,USD,GUT930,44,12,8,"1,105.50","8,844.00",475.37,,
